culture,concept,emotion,count,bucket
zh,text,contentment,25,10-29
zh,touches of red,contentment,25,10-29
zh,warm earth tones,contentment,25,10-29
zh,white,amusement,25,10-29
zh,whites,contentment,25,10-29
zh,woodland,contentment,25,10-29
zh,apples,contentment,24,10-29
zh,artist seals,disgust,24,10-29
zh,atmospheric lighting,contentment,24,10-29
zh,black ink,fear,24,10-29
zh,boots,contentment,24,10-29
zh,brushwork,contentment,24,10-29
zh,classical drapery,contentment,24,10-29
zh,drapery,fear,24,10-29
zh,earthy brown,fear,24,10-29
zh,foliage,fear,24,10-29
zh,geometric patterns,disgust,24,10-29
zh,headdress,contentment,24,10-29
zh,houses,disgust,24,10-29
zh,impasto texture,sadness,24,10-29
zh,indoor setting,fear,24,10-29
zh,man,amusement,24,10-29
zh,minimalist composition,contentment,24,10-29
zh,misty valley,disgust,24,10-29
zh,mountain peaks,contentment,24,10-29
zh,orange,disgust,24,10-29
zh,outdoor lighting,contentment,24,10-29
zh,pale yellow,sadness,24,10-29
zh,pencil drawing,contentment,24,10-29
zh,realistic rendering,contentment,24,10-29
zh,reeds,disgust,24,10-29
zh,roses,contentment,24,10-29
zh,seal impressions,disgust,24,10-29
zh,seals,contentment,24,10-29
zh,signature,contentment,24,10-29
zh,soft washes,contentment,24,10-29
zh,stream,disgust,24,10-29
zh,studio portrait,sadness,24,10-29
zh,textured brushwork,sadness,24,10-29
zh,textured surface,sadness,24,10-29
zh,three-quarter view portrait,contentment,24,10-29
zh,valley,contentment,24,10-29
zh,vermilion red,disgust,24,10-29
zh,warm yellow,contentment,24,10-29
zh,wooded landscape,contentment,24,10-29
zh,blue-grey,contentment,23,10-29
zh,brown,amusement,23,10-29
zh,dark green,sadness,23,10-29
zh,distant shoreline,contentment,23,10-29
zh,grassy ground,contentment,23,10-29
zh,grayscale,contentment,23,10-29
zh,hanging scroll,disgust,23,10-29
zh,impasto,fear,23,10-29
zh,indoor portrait setting,contentment,23,10-29
zh,minimalist composition,disgust,23,10-29
zh,mountain landscape,fear,23,10-29
zh,muted greens,sadness,23,10-29
zh,ocean waves,contentment,23,10-29
zh,off-white,sadness,23,10-29
zh,outdoor landscape,disgust,23,10-29
zh,outdoor scene,disgust,23,10-29
zh,pale yellow,fear,23,10-29
zh,pink flowers,contentment,23,10-29
zh,poplar trees,contentment,23,10-29
zh,realistic depiction,contentment,23,10-29
zh,red,amusement,23,10-29
zh,red dress,contentment,23,10-29
zh,seal stamps,contentment,23,10-29
zh,street lamps,contentment,23,10-29
zh,street scene,contentment,23,10-29
zh,sunset,contentment,23,10-29
zh,tree trunk,contentment,23,10-29
zh,violet,contentment,23,10-29
zh,warm color palette,contentment,23,10-29
zh,white shirt,contentment,23,10-29
zh,wings,contentment,23,10-29
zh,woodland path,contentment,23,10-29
zh,xieyi style,disgust,23,10-29
zh,armor,fear,22,10-29
zh,artist studio,contentment,22,10-29
zh,asymmetrical layout,contentment,22,10-29
zh,autumn landscape,contentment,22,10-29
zh,autumn leaves,contentment,22,10-29
zh,backlighting,contentment,22,10-29
zh,bamboo,contentment,22,10-29
zh,baskets,contentment,22,10-29
zh,building,contentment,22,10-29
zh,chimney,contentment,22,10-29
zh,church tower,contentment,22,10-29
zh,dark shadows,contentment,22,10-29
zh,decorative border,contentment,22,10-29
zh,distant figures,contentment,22,10-29
zh,engraving,fear,22,10-29
zh,flattened perspective,contentment,22,10-29
zh,gongbi,contentment,22,10-29
zh,grassy hills,contentment,22,10-29
zh,grey,awe,22,10-29
zh,halo,awe,22,10-29
zh,hand,contentment,22,10-29
zh,hills,sadness,22,10-29
zh,human figure,contentment,22,10-29
zh,ink on paper,contentment,22,10-29
zh,japanese calligraphy,fear,22,10-29
zh,jewelry,contentment,22,10-29
zh,minimalist,contentment,22,10-29
zh,monochrome,amusement,22,10-29
zh,mountain peak,contentment,22,10-29
zh,muted gold,contentment,22,10-29
zh,ochre background,contentment,22,10-29
zh,outdoor scene,fear,22,10-29
zh,parasol,contentment,22,10-29
zh,river,sadness,22,10-29
zh,rocks,fear,22,10-29
zh,seals,disgust,22,10-29
zh,street,contentment,22,10-29
zh,terracotta,fear,22,10-29
zh,water reflection,contentment,22,10-29
zh,asymmetrical composition,awe,21,10-29
zh,bamboo stalks,contentment,21,10-29
zh,bare trees,sadness,21,10-29
zh,boneless technique,contentment,21,10-29
zh,botanical study,contentment,21,10-29
zh,cherubs,contentment,21,10-29
zh,cows,contentment,21,10-29
zh,dark grey,fear,21,10-29
zh,donkey,contentment,21,10-29
zh,dramatic lighting,sadness,21,10-29
zh,dusty pink,contentment,21,10-29
zh,flags,contentment,21,10-29
zh,gondolas,contentment,21,10-29
zh,hills,fear,21,10-29
zh,impressionistic,contentment,21,10-29
zh,ink drawing,sadness,21,10-29
zh,kimono,contentment,21,10-29
zh,mountain landscape,awe,21,10-29
zh,natural landscape,contentment,21,10-29
zh,pearl necklace,contentment,21,10-29
zh,potted plant,contentment,21,10-29
zh,profile portrait,contentment,21,10-29
zh,red seal,disgust,21,10-29
zh,sfumato,contentment,21,10-29
zh,soft diffused lighting,contentment,21,10-29
zh,soft focus background,contentment,21,10-29
zh,staff,contentment,21,10-29
zh,still life composition,contentment,21,10-29
zh,textured oil paint,contentment,21,10-29
zh,textured paper,contentment,21,10-29
zh,white blouse,contentment,21,10-29
zh,agricultural field,contentment,20,10-29
zh,angel wings,contentment,20,10-29
zh,architectural landscape,contentment,20,10-29
zh,art nouveau,contentment,20,10-29
zh,atmospheric perspective,awe,20,10-29
zh,baby,contentment,20,10-29
zh,black and white,amusement,20,10-29
zh,bonnet,contentment,20,10-29
zh,calligraphy text,disgust,20,10-29
zh,charcoal drawing,sadness,20,10-29
zh,church spire,contentment,20,10-29
zh,classical columns,contentment,20,10-29
zh,close-up portrait,contentment,20,10-29
zh,dark background,fear,20,10-29
zh,dark green,disgust,20,10-29
zh,dense composition,contentment,20,10-29
zh,detailed realism,contentment,20,10-29
zh,doorway,contentment,20,10-29
zh,earthy brown,sadness,20,10-29
zh,fresco painting,contentment,20,10-29
zh,gold background,contentment,20,10-29
zh,graphic illustration,contentment,20,10-29
zh,grays,contentment,20,10-29
zh,hands,fear,20,10-29
zh,hieratic scale,contentment,20,10-29
zh,horse-drawn carriages,contentment,20,10-29
zh,ink outline,contentment,20,10-29
zh,lotus flowers,contentment,20,10-29
zh,men,contentment,20,10-29
zh,mountain peaks,disgust,20,10-29
zh,mountains,awe,20,10-29
zh,muted green,fear,20,10-29
zh,off-white background,contentment,20,10-29
zh,oil on canvas,awe,20,10-29
zh,peach,contentment,20,10-29
zh,plate,contentment,20,10-29
zh,portrait,sadness,20,10-29
zh,potted plants,contentment,20,10-29
zh,rolling hills,contentment,20,10-29
zh,rural setting,disgust,20,10-29
zh,shades of gray,contentment,20,10-29
zh,small boat,contentment,20,10-29
zh,soft lighting,sadness,20,10-29
zh,standing figure,contentment,20,10-29
zh,striped pattern,contentment,20,10-29
zh,trees,awe,20,10-29
zh,triangular composition,contentment,20,10-29
zh,water lilies,contentment,20,10-29
zh,white collar,contentment,20,10-29
zh,willow tree,contentment,20,10-29
zh,willow trees,disgust,20,10-29
zh,wooden boats,contentment,20,10-29
zh,asymmetrical balance,contentment,19,10-29
zh,beard,sadness,19,10-29
zh,birds in flight,contentment,19,10-29
zh,bow,contentment,19,10-29
zh,browns,fear,19,10-29
zh,calligraphy panels,contentment,19,10-29
zh,chiaroscuro,awe,19,10-29
zh,classical composition,contentment,19,10-29
zh,cream background,disgust,19,10-29
zh,detailed line work,contentment,19,10-29
zh,diagonal perspective,contentment,19,10-29
zh,domestic interior,sadness,19,10-29
zh,earrings,contentment,19,10-29
zh,earthy tones,awe,19,10-29
zh,elderly man,contentment,19,10-29
zh,etching,fear,19,10-29
zh,face,contentment,19,10-29
zh,fields,contentment,19,10-29
zh,ink and color on silk,fear,19,10-29
zh,ink and wash on silk,disgust,19,10-29
zh,loose painterly style,contentment,19,10-29
zh,monochromatic brown,contentment,19,10-29
zh,moon,contentment,19,10-29
zh,muted greens,disgust,19,10-29
zh,naive art,contentment,19,10-29
zh,oil on canvas,disgust,19,10-29
zh,outdoor landscape,sadness,19,10-29
zh,pale pink,disgust,19,10-29
zh,pale yellow,disgust,19,10-29
zh,pastel drawing,contentment,19,10-29
zh,realism,contentment,19,10-29
zh,riverbank,fear,19,10-29
zh,rural village,disgust,19,10-29
zh,scholar,disgust,19,10-29
zh,seal stamp,contentment,19,10-29
zh,seal stamp,disgust,19,10-29
zh,sketchy outlines,contentment,19,10-29
zh,terrace,contentment,19,10-29
zh,throne,contentment,19,10-29
zh,two figures,contentment,19,10-29
zh,white cloth,contentment,19,10-29
zh,window frame,contentment,19,10-29
zh,woodblock print,fear,19,10-29
zh,wooden bench,contentment,19,10-29
zh,yellow,sadness,19,10-29
zh,abstract background,contentment,18,10-29
zh,armor,contentment,18,10-29
zh,asymmetric composition,disgust,18,10-29
zh,bamboo leaves,disgust,18,10-29
zh,boat,disgust,18,10-29
zh,bold outlines,disgust,18,10-29
zh,boulders,disgust,18,10-29
zh,charcoal black,contentment,18,10-29
zh,charcoal gray,contentment,18,10-29
zh,chinese characters,contentment,18,10-29
zh,circular format,disgust,18,10-29
zh,cream paper background,contentment,18,10-29
zh,crowd of people,contentment,18,10-29
zh,dark grey,sadness,18,10-29
zh,deep red,fear,18,10-29
zh,diagonal composition,sadness,18,10-29
zh,dogs,contentment,18,10-29
zh,dome,contentment,18,10-29
zh,domestic scene,contentment,18,10-29
zh,draped fabric,contentment,18,10-29
zh,drapery,sadness,18,10-29
zh,earthy brown,disgust,18,10-29
zh,expressive linework,contentment,18,10-29
zh,fan format,contentment,18,10-29
zh,flesh tones,disgust,18,10-29
zh,floral embroidery,contentment,18,10-29
zh,foliage,sadness,18,10-29
zh,fresco,contentment,18,10-29
zh,geometric shapes,contentment,18,10-29
zh,gold accents,contentment,18,10-29
zh,hand,sadness,18,10-29
zh,haystack,contentment,18,10-29
zh,horizontal composition,sadness,18,10-29
zh,impasto brushwork,fear,18,10-29
zh,indoor setting,disgust,18,10-29
zh,ink drawing,fear,18,10-29
zh,landscape,contentment,18,10-29
zh,man,disgust,18,10-29
zh,mountain landscape,sadness,18,10-29
zh,natural daylighting,contentment,18,10-29
zh,nature study,disgust,18,10-29
zh,off-white,disgust,18,10-29
zh,outdoor landscape,fear,18,10-29
zh,pale beige background,contentment,18,10-29
zh,pale blue,disgust,18,10-29
zh,pale blue,sadness,18,10-29
zh,pastel tones,contentment,18,10-29
zh,pencil drawing,sadness,18,10-29
zh,red accent,contentment,18,10-29
zh,rocks,sadness,18,10-29
zh,scroll,contentment,18,10-29
zh,skirt,contentment,18,10-29
zh,slate gray,contentment,18,10-29
zh,tree branches,contentment,18,10-29
zh,vignette composition,contentment,18,10-29
zh,visible impasto,contentment,18,10-29
zh,waves,fear,18,10-29
zh,winter scene,contentment,18,10-29
zh,yellow flowers,contentment,18,10-29
zh,yellow ochre,contentment,18,10-29
zh,young boy,contentment,18,10-29
zh,album leaf format,contentment,17,10-29
zh,apron,contentment,17,10-29
zh,artist seal,disgust,17,10-29
zh,balcony,contentment,17,10-29
zh,balustrade,contentment,17,10-29
zh,black outlines,contentment,17,10-29
zh,blank background,fear,17,10-29
zh,blossoming trees,contentment,17,10-29
zh,blue,amusement,17,10-29
zh,branches,disgust,17,10-29
zh,calligraphic brushwork,contentment,17,10-29
zh,coastal scene,contentment,17,10-29
zh,coat,contentment,17,10-29
zh,cream,awe,17,10-29
zh,cypress trees,contentment,17,10-29
zh,detailed patterning,contentment,17,10-29
zh,diffuse natural light,contentment,17,10-29
zh,distant landscape,contentment,17,10-29
zh,dynamic composition,fear,17,10-29
zh,easel,contentment,17,10-29
zh,expressive brushstrokes,contentment,17,10-29
zh,expressive linework,fear,17,10-29
zh,expressive linework,sadness,17,10-29
zh,face,sadness,17,10-29
zh,figure,contentment,17,10-29
zh,fine line work,sadness,17,10-29
zh,foreground framing,contentment,17,10-29
zh,forest path,contentment,17,10-29
zh,garden scene,contentment,17,10-29
zh,gothic arches,contentment,17,10-29
zh,grassy banks,contentment,17,10-29
zh,hair ornament,contentment,17,10-29
zh,handwritten signature,contentment,17,10-29
zh,horizontal composition,fear,17,10-29
zh,horses,fear,17,10-29
zh,human figures,fear,17,10-29
zh,indigo blue,contentment,17,10-29
zh,ink and wash painting,fear,17,10-29
zh,ink drawing,disgust,17,10-29
zh,landscape orientation,contentment,17,10-29
zh,line drawing,disgust,17,10-29
zh,mirror,contentment,17,10-29
zh,monochromatic,disgust,17,10-29
zh,mountainous terrain,disgust,17,10-29
zh,muted grays,contentment,17,10-29
zh,orange,awe,17,10-29
zh,outdoor market,contentment,17,10-29
zh,oval format,contentment,17,10-29
zh,pale skin tones,sadness,17,10-29
zh,pale yellows,contentment,17,10-29
zh,patterned background,contentment,17,10-29
zh,pears,contentment,17,10-29
zh,pine tree,disgust,17,10-29
zh,pink,fear,17,10-29
zh,realistic portraiture,contentment,17,10-29
zh,riverside,contentment,17,10-29
zh,rocky cliffs,disgust,17,10-29
zh,rocky landscape,contentment,17,10-29
zh,rocky landscape,fear,17,10-29
zh,rocky shore,contentment,17,10-29
zh,rural landscape,disgust,17,10-29
zh,seated figure,sadness,17,10-29
zh,sepia tones,contentment,17,10-29
zh,sheet music,contentment,17,10-29
zh,shirt,contentment,17,10-29
zh,sky,awe,17,10-29
zh,stone walls,contentment,17,10-29
zh,stylized realism,contentment,17,10-29
zh,veil,contentment,17,10-29
zh,vest,contentment,17,10-29
zh,warm lighting,contentment,17,10-29
zh,warm orange,contentment,17,10-29
zh,warm skin tones,contentment,17,10-29
zh,water,sadness,17,10-29
zh,white blossoms,contentment,17,10-29
zh,windmill,contentment,17,10-29
zh,woman,disgust,17,10-29
zh,abstract expressionism,fear,16,10-29
zh,armchair,contentment,16,10-29
zh,balconies,contentment,16,10-29
zh,bamboo,disgust,16,10-29
zh,bare feet,contentment,16,10-29
zh,bearded man,fear,16,10-29
zh,blues,contentment,16,10-29
zh,bright red,contentment,16,10-29
zh,calligraphy signature,contentment,16,10-29
zh,celestial setting,contentment,16,10-29
zh,charcoal black,disgust,16,10-29
zh,charcoal drawing,contentment,16,10-29
zh,circular format,contentment,16,10-29
zh,close-up composition,contentment,16,10-29
zh,coniferous trees,contentment,16,10-29
zh,dark dress,contentment,16,10-29
zh,dark greens,contentment,16,10-29
zh,dark interior,sadness,16,10-29
zh,deer,contentment,16,10-29
zh,diptych layout,disgust,16,10-29
zh,distant hills,sadness,16,10-29
zh,drapery,disgust,16,10-29
zh,earthy browns,disgust,16,10-29
zh,flat color washes,disgust,16,10-29
zh,floral motif,contentment,16,10-29
zh,flower buds,contentment,16,10-29
zh,flowing drapery,contentment,16,10-29
zh,folding screen,contentment,16,10-29
zh,forest floor,contentment,16,10-29
zh,fruit,contentment,16,10-29
zh,garden rock,contentment,16,10-29
zh,garden setting,disgust,16,10-29
zh,green,sadness,16,10-29
zh,greyish blue,contentment,16,10-29
zh,hair,sadness,16,10-29
zh,hat,sadness,16,10-29
zh,human figures,disgust,16,10-29
zh,ink and wash,disgust,16,10-29
zh,ink on paper,disgust,16,10-29
zh,ink wash,disgust,16,10-29
zh,layered composition,disgust,16,10-29
zh,light grey,contentment,16,10-29
zh,lithograph,contentment,16,10-29
zh,mustache,sadness,16,10-29
zh,muted greens,fear,16,10-29
zh,muted purple,contentment,16,10-29
zh,muted red,fear,16,10-29
zh,nasta liq calligraphy,contentment,16,10-29
zh,neutral background,fear,16,10-29
zh,pale yellow sky,contentment,16,10-29
zh,person,contentment,16,10-29
zh,pink roses,contentment,16,10-29
zh,portrait setting,contentment,16,10-29
zh,realistic brushwork,contentment,16,10-29
zh,ring,contentment,16,10-29
zh,river scene,contentment,16,10-29
zh,sepia tones,disgust,16,10-29
zh,shades of grey,sadness,16,10-29
zh,small boat,disgust,16,10-29
zh,street lamp,contentment,16,10-29
zh,stylized illustration,contentment,16,10-29
zh,sword,disgust,16,10-29
zh,swords,fear,16,10-29
zh,terracotta,awe,16,10-29
zh,textured surface,fear,16,10-29
zh,three-quarter view,sadness,16,10-29
zh,trousers,sadness,16,10-29
zh,ukiyo-e,disgust,16,10-29
zh,white background,contentment,16,10-29
zh,white dresses,contentment,16,10-29
zh,wood engraving,fear,16,10-29
zh,young man,contentment,16,10-29
zh,abstract expressionism,contentment,15,10-29
zh,arched doorways,contentment,15,10-29
zh,beige,awe,15,10-29
zh,beige paper,contentment,15,10-29
zh,blue-gray,contentment,15,10-29
zh,bright yellow,contentment,15,10-29
zh,calligraphy inscription,contentment,15,10-29
zh,calligraphy panels,disgust,15,10-29
zh,charcoal,contentment,15,10-29
zh,charcoal grey,sadness,15,10-29
zh,chrysanthemums,contentment,15,10-29
zh,clothing,contentment,15,10-29
zh,deep reds,contentment,15,10-29
zh,diagonal composition,disgust,15,10-29
zh,diffuse lighting,contentment,15,10-29
zh,ducks,contentment,15,10-29
zh,earthy browns,fear,15,10-29
zh,evergreen trees,contentment,15,10-29
zh,figure,sadness,15,10-29
zh,figures in robes,contentment,15,10-29
zh,flat background,disgust,15,10-29
zh,floral motifs,contentment,15,10-29
zh,flowering trees,contentment,15,10-29
zh,geometric borders,contentment,15,10-29
zh,gongbi style,disgust,15,10-29
zh,impasto brushwork,sadness,15,10-29
zh,light brown,disgust,15,10-29
zh,linear perspective,disgust,15,10-29
zh,misty valley,contentment,15,10-29
zh,mountainous background,contentment,15,10-29
zh,mustard yellow,contentment,15,10-29
zh,muted tones,sadness,15,10-29
zh,muted yellows,contentment,15,10-29
zh,ocean,contentment,15,10-29
zh,off-white,fear,15,10-29
zh,outdoor park,contentment,15,10-29
zh,outdoor terrace,contentment,15,10-29
zh,overlapping figures,contentment,15,10-29
zh,palace interior,contentment,15,10-29
zh,pale skin tones,fear,15,10-29
zh,palm trees,contentment,15,10-29
zh,pastoral scene,contentment,15,10-29
zh,pine trees,fear,15,10-29
zh,plum blossom,contentment,15,10-29
zh,plum blossoms,contentment,15,10-29
zh,red cloak,contentment,15,10-29
zh,sepia,fear,15,10-29
zh,shades of gray,sadness,15,10-29
zh,shades of grey,fear,15,10-29
zh,smoke,contentment,15,10-29
zh,sofa,contentment,15,10-29
zh,springtime scene,contentment,15,10-29
zh,symmetrical arrangement,contentment,15,10-29
zh,symmetrical composition,disgust,15,10-29
zh,tempera on panel,contentment,15,10-29
zh,terracotta,disgust,15,10-29
zh,terracotta orange,contentment,15,10-29
zh,textured background,fear,15,10-29
zh,tiled floor,contentment,15,10-29
zh,tower,contentment,15,10-29
zh,towers,contentment,15,10-29
zh,traditional chinese landscape style,disgust,15,10-29
zh,trompe l oeil,contentment,15,10-29
zh,vertical layout,contentment,15,10-29
zh,visible pencil underdrawing,contentment,15,10-29
zh,watercolor and ink,contentment,15,10-29
zh,wet pavement,contentment,15,10-29
zh,white,excitement,15,10-29
zh,white buildings,contentment,15,10-29
zh,wooden boat,contentment,15,10-29
zh,wooden chairs,contentment,15,10-29
zh,abstract expressionism,disgust,14,10-29
zh,arched doorway,contentment,14,10-29
zh,asymmetrical composition,amusement,14,10-29
zh,asymmetrical layout,disgust,14,10-29
zh,attendants,contentment,14,10-29
zh,baroque painting,contentment,14,10-29
zh,beige background,fear,14,10-29
zh,bell tower,contentment,14,10-29
