concept,count,bucket
traditional chinese landscape,15,10-29
vertical orientation,15,10-29
violin,15,10-29
wet pavement,15,10-29
woodcut,15,10-29
woodcut style,15,10-29
bright daylight,14,10-29
circular composition,14,10-29
classical portraiture,14,10-29
contour drawing,14,10-29
cottage,14,10-29
countryside road,14,10-29
curtains,14,10-29
deciduous tree,14,10-29
deep brown,14,10-29
dimly lit room,14,10-29
distant forest,14,10-29
distant town,14,10-29
domestic setting,14,10-29
dove,14,10-29
dramatic contrast,14,10-29
dry brushwork,14,10-29
dusk,14,10-29
farmyard,14,10-29
female figure,14,10-29
figures walking,14,10-29
flowing robes,14,10-29
garden rocks,14,10-29
goats,14,10-29
gothic architecture,14,10-29
grasses,14,10-29
grey ink,14,10-29
hermitage,14,10-29
horizontal division,14,10-29
horizontal handscroll format,14,10-29
kneeling man,14,10-29
large tree,14,10-29
low-contrast lighting,14,10-29
mouth,14,10-29
mudra hand gesture,14,10-29
nasta liq script,14,10-29
onion domes,14,10-29
paper,14,10-29
patterned carpet,14,10-29
port,14,10-29
realistic textures,14,10-29
red hair,14,10-29
red seal impression,14,10-29
rock formations,14,10-29
rooster,14,10-29
ruffled collar,14,10-29
running script calligraphy,14,10-29
shades of black,14,10-29
spring landscape,14,10-29
still life setup,14,10-29
stone pedestal,14,10-29
triptych layout,14,10-29
vibrant blue,14,10-29
visible textured brushstrokes,14,10-29
water garden,14,10-29
wetland,14,10-29
wooden posts,14,10-29
wooden stool,14,10-29
aerial view,13,10-29
amber,13,10-29
ancient ruins,13,10-29
aquatic plants,13,10-29
autumn forest,13,10-29
bed,13,10-29
bench,13,10-29
bottle,13,10-29
brown hair,13,10-29
buds,13,10-29
butterflies,13,10-29
cattle,13,10-29
chiaroscuro effect,13,10-29
chinese calligraphy seals,13,10-29
church,13,10-29
city square,13,10-29
courtiers,13,10-29
curved lines,13,10-29
earthy colors,13,10-29
exaggerated proportions,13,10-29
faded red,13,10-29
figurative composition,13,10-29
flowing ribbons,13,10-29
folk art style,13,10-29
fountain,13,10-29
geometric border,13,10-29
glass,13,10-29
gondola,13,10-29
grid layout,13,10-29
halo of light,13,10-29
hilly landscape,13,10-29
horizon,13,10-29
horns,13,10-29
ink outlines,13,10-29
intricate textile patterns,13,10-29
islands,13,10-29
lavender blue,13,10-29
lawn,13,10-29
lion,13,10-29
lithography,13,10-29
loincloth,13,10-29
monochromatic tones,13,10-29
muted brown background,13,10-29
onlookers,13,10-29
orchids,13,10-29
outdoor daylight,13,10-29
parasols,13,10-29
parisian boulevard,13,10-29
pastel pink,13,10-29
patterned tablecloth,13,10-29
peacock,13,10-29
peony,13,10-29
realistic lighting,13,10-29
reds,13,10-29
reflected light,13,10-29
rocky hill,13,10-29
rocky ledge,13,10-29
rocky shoreline,13,10-29
rural path,13,10-29
sand,13,10-29
small building,13,10-29
soft red,13,10-29
still life setting,13,10-29
stone columns,13,10-29
strong contrast of light and shadow,13,10-29
suit,13,10-29
symmetrical framing,13,10-29
texturing strokes,13,10-29
tiled roofs,13,10-29
traditional dress,13,10-29
wall,13,10-29
wet-on-wet technique,13,10-29
white tablecloth,13,10-29
wooded path,13,10-29
wooden post,13,10-29
abstract setting,12,10-29
balcony railing,12,10-29
black background,12,10-29
black hair,12,10-29
blue-green,12,10-29
blue-skinned figure,12,10-29
bridle,12,10-29
brown horse,12,10-29
brown ink,12,10-29
byobu,12,10-29
canal scene,12,10-29
central perspective,12,10-29
centralized composition,12,10-29
ceramic vase,12,10-29
cliffside,12,10-29
color washes,12,10-29
concentric circles,12,10-29
cropped composition,12,10-29
crucifixion scene,12,10-29
daisies,12,10-29
dark blue-grey,12,10-29
dark coat,12,10-29
delicate linework,12,10-29
diffuse daylight,12,10-29
dragon,12,10-29
enthroned figure,12,10-29
fallen leaves,12,10-29
ferns,12,10-29
figures in historical attire,12,10-29
fishing rod,12,10-29
frontal view,12,10-29
gouache,12,10-29
green dress,12,10-29
grey washes,12,10-29
grey-blue,12,10-29
greyish white,12,10-29
horse-drawn cart,12,10-29
impasto details,12,10-29
indoor scene,12,10-29
interior perspective,12,10-29
lace trim,12,10-29
lakeside landscape,12,10-29
landscape background,12,10-29
lime green,12,10-29
living room,12,10-29
maritime setting,12,10-29
marshland,12,10-29
minimalist landscape,12,10-29
monk,12,10-29
mountain village,12,10-29
muted blue sky,12,10-29
muted ochre,12,10-29
necktie,12,10-29
oranges,12,10-29
outdoor courtyard,12,10-29
outdoor daylight scene,12,10-29
outdoor daytime scene,12,10-29
outline style,12,10-29
pale blue-grey,12,10-29
papers,12,10-29
pastel palette,12,10-29
patterned textures,12,10-29
pillows,12,10-29
pink dress,12,10-29
pond side,12,10-29
powdered hair,12,10-29
quiver,12,10-29
rainy day,12,10-29
realistic style,12,10-29
reflection,12,10-29
renaissance style,12,10-29
rivers,12,10-29
sandy yellow,12,10-29
sash,12,10-29
sea foam,12,10-29
shield,12,10-29
sketchy brushwork,12,10-29
small houses,12,10-29
soft brown,12,10-29
spires,12,10-29
stormy sea,12,10-29
straw hats,12,10-29
sword hilt,12,10-29
thatched-roof cottages,12,10-29
thick impasto brushstrokes,12,10-29
touch of red,12,10-29
traditional chinese architecture,12,10-29
travelers,12,10-29
tunic,12,10-29
umbrellas,12,10-29
vases,12,10-29
vertical stripes,12,10-29
vertical text columns,12,10-29
warm yellows,12,10-29
warriors,12,10-29
white gown,12,10-29
white robes,12,10-29
willow branches,12,10-29
yellow leaves,12,10-29
arched frame,11,10-29
art nouveau style,11,10-29
artist signature,11,10-29
autumn trees,11,10-29
banner,11,10-29
blossoms,11,10-29
blouse,11,10-29
blue cloak,11,10-29
braided hair,11,10-29
branch,11,10-29
bright green,11,10-29
brown tones,11,10-29
buttons,11,10-29
calligraphic brushstrokes,11,10-29
carriage,11,10-29
castle,11,10-29
celestial figure,11,10-29
ceramic jug,11,10-29
checkered pattern,11,10-29
circular frame,11,10-29
classical landscape composition,11,10-29
classical realism,11,10-29
coastal setting,11,10-29
coastal village,11,10-29
cup,11,10-29
curved perspective,11,10-29
cypress tree,11,10-29
dark blue background,11,10-29
dark clothing,11,10-29
dark interior background,11,10-29
dark jacket,11,10-29
dark outlines,11,10-29
deep black,11,10-29
detailed illustration,11,10-29
distant houses,11,10-29
draped clothing,11,10-29
earthy green,11,10-29
empty background,11,10-29
feathered hat,11,10-29
fine hatching,11,10-29
flat color,11,10-29
flowering tree,11,10-29
folding fan,11,10-29
gold border,11,10-29
gold leaf background,11,10-29
grid pattern,11,10-29
headband,11,10-29
headdresses,11,10-29
headscarves,11,10-29
hillside landscape,11,10-29
historical setting,11,10-29
horizontal layout,11,10-29
horizontal scroll format,11,10-29
hut,11,10-29
latin text,11,10-29
lily pads,11,10-29
market stalls,11,10-29
melon,11,10-29
misty forest,11,10-29
moss,11,10-29
mountain path,11,10-29
mountainous region,11,10-29
neutral dark background,11,10-29
outdoor natural setting,11,10-29
outdoor recreation,11,10-29
overlapping planes,11,10-29
pale brown,11,10-29
pale orange,11,10-29
pastel blue,11,10-29
patterned robes,11,10-29
poppies,11,10-29
red ink seals,11,10-29
ribbon,11,10-29
rock,11,10-29
roofs,11,10-29
ruins,11,10-29
rural scene,11,10-29
rustic room,11,10-29
samurai,11,10-29
samurai warrior,11,10-29
sandy shore,11,10-29
scabbard,11,10-29
scholar s rock,11,10-29
scholarly retreat,11,10-29
scrollwork,11,10-29
secluded valley,11,10-29
shades of purple,11,10-29
shopfronts,11,10-29
sketchy lines,11,10-29
stone pillars,11,10-29
stool,11,10-29
straw,11,10-29
swans,11,10-29
tempera painting,11,10-29
two men,11,10-29
village edge,11,10-29
warm beige,11,10-29
water ripples,11,10-29
waterfall scene,11,10-29
white beard,11,10-29
white clouds,11,10-29
white cravat,11,10-29
white drapery,11,10-29
white roses,11,10-29
wooden door,11,10-29
woven basket,11,10-29
yellows,11,10-29
abstract interior,10,10-29
aerial perspective,10,10-29
alpine setting,10,10-29
architectural niche,10,10-29
architectural study,10,10-29
architectural view,10,10-29
arms,10,10-29
autumn foliage,10,10-29
bamboo motif,10,10-29
barren landscape,10,10-29
book pages,10,10-29
bracelet,10,10-29
bright orange,10,10-29
brooch,10,10-29
brown coat,10,10-29
bucket,10,10-29
by a window,10,10-29
candles,10,10-29
canvas,10,10-29
caricature,10,10-29
carriages,10,10-29
chalice,10,10-29
chalk drawing,10,10-29
cherubim,10,10-29
church steeple,10,10-29
clasped hands,10,10-29
collector seals,10,10-29
column,10,10-29
countryside landscape,10,10-29
cow,10,10-29
crane,10,10-29
dappled light effect,10,10-29
dark blues,10,10-29
dark ink,10,10-29
delicate line work,10,10-29
dense patterning,10,10-29
detailed textures,10,10-29
dimly lit interior,10,10-29
distant figure,10,10-29
dragonfly,10,10-29
draped robes,10,10-29
dusk scene,10,10-29
dynamic poses,10,10-29
earthy brown tones,10,10-29
eye,10,10-29
fan,10,10-29
figurative realism,10,10-29
figures in turbans,10,10-29
fine ink outlines,10,10-29
fine lines,10,10-29
floral border pattern,10,10-29
flowering plants,10,10-29
fruit bowl,10,10-29
fur hat,10,10-29
garden background,10,10-29
gloves,10,10-29
gold embroidery,10,10-29
gouache on paper,10,10-29
grassy fields,10,10-29
grassy slope,10,10-29
gray,10,10-29
green field,10,10-29
haystacks,10,10-29
illuminated manuscript,10,10-29
interior genre scene,10,10-29
knife,10,10-29
layered landscape,10,10-29
layered mountains,10,10-29
loose washes,10,10-29
lotus leaves,10,10-29
magnolia blossoms,10,10-29
malachite green,10,10-29
man with beard,10,10-29
mast,10,10-29
minaret,10,10-29
mineral pigments on silk,10,10-29
monastic robes,10,10-29
monkey,10,10-29
musical performance,10,10-29
muted orange,10,10-29
night sky,10,10-29
nude figure,10,10-29
opaque watercolor,10,10-29
orange-red,10,10-29
outdoor night scene,10,10-29
ox,10,10-29
oxen,10,10-29
palace garden,10,10-29
pale purple,10,10-29
patterned rug,10,10-29
patterned wallpaper,10,10-29
pomegranate,10,10-29
red berries,10,10-29
red seal mark,10,10-29
room interior,10,10-29
roots,10,10-29
rowboats,10,10-29
royal court,10,10-29
sandy brown,10,10-29
scenic overlook,10,10-29
scholar figure,10,10-29
screenprint,10,10-29
seal mark,10,10-29
seated monk,10,10-29
seated portrait,10,10-29
shepherd,10,10-29
shroud,10,10-29
shutters,10,10-29
skull,10,10-29
small boats,10,10-29
small house,10,10-29
snowy scene,10,10-29
soft greens,10,10-29
soft purple,10,10-29
standing man,10,10-29
stem,10,10-29
still life arrangement,10,10-29
stone balustrade,10,10-29
stylized trees,10,10-29
stylized wave patterns,10,10-29
subtle red accents,10,10-29
tan paper background,10,10-29
textured paint surface,10,10-29
textured shading,10,10-29
thatched hut,10,10-29
thatched huts,10,10-29
three women,10,10-29
top hat,10,10-29
traditional chinese robes,10,10-29
umbrella,10,10-29
undergrowth,10,10-29
vaulted ceiling,10,10-29
warm browns,10,10-29
watercolor and gouache,10,10-29
watering can,10,10-29
wheat field,10,10-29
white accents,10,10-29
wooden staff,10,10-29
yellow dress,10,10-29
abstract,9,5-9
accents of red,9,5-9
altar,9,5-9
angel,9,5-9
bearded men,9,5-9
blanket,9,5-9
blue sash,9,5-9
bow and arrow,9,5-9
bow tie,9,5-9
brick buildings,9,5-9
brick wall,9,5-9
bust-length portrait,9,5-9
candle,9,5-9
carpet,9,5-9
cat,9,5-9
centered subject,9,5-9
checkerboard pattern,9,5-9
churchyard,9,5-9
claws,9,5-9
cloud motifs,9,5-9
coastal view,9,5-9
coat of arms,9,5-9
cottages,9,5-9
country road,9,5-9
cravat,9,5-9
cushion,9,5-9
deities,9,5-9
detailed textile patterns,9,5-9
detailed texture,9,5-9
diagonal lines,9,5-9
distant building,9,5-9
distant city skyline,9,5-9
eagle,9,5-9
feet,9,5-9
figurative drawing,9,5-9
fine line detail,9,5-9
fine outlines,9,5-9
fisherman,9,5-9
flag,9,5-9
flames,9,5-9
flat gold background,9,5-9
floral textile patterns,9,5-9
flowing water,9,5-9
flying apsaras,9,5-9
framed pictures,9,5-9
garment,9,5-9
genre painting,9,5-9
gnarled tree,9,5-9
golden light,9,5-9
gongbi painting style,9,5-9
grassy lawn,9,5-9
green trees,9,5-9
grey sky,9,5-9
guitar,9,5-9
haloed figures,9,5-9
hand fan,9,5-9
handwritten script,9,5-9
hibiscus flowers,9,5-9
high viewpoint,9,5-9
hill,9,5-9
hillside village,9,5-9
horizontal handscroll,9,5-9
human face,9,5-9
illustration,9,5-9
illustrative style,9,5-9
impressionistic brushstrokes,9,5-9
indoor gathering,9,5-9
kiosk,9,5-9
lace patterns,9,5-9
ladder,9,5-9
lake scene,9,5-9
lantern,9,5-9
loose outlines,9,5-9
men in suits,9,5-9
misty mountains,9,5-9
mitre,9,5-9
monochrome brown,9,5-9
mountain retreat,9,5-9
musical instruments,9,5-9
muted color palette,9,5-9
muted greys,9,5-9
natural setting,9,5-9
night landscape,9,5-9
nihonga style,9,5-9
nocturne,9,5-9
nude female figure,9,5-9
outdoor portrait,9,5-9
overcast sky,9,5-9
paintbrushes,9,5-9
pale beige,9,5-9
pale pinks,9,5-9
palm tree,9,5-9
peonies,9,5-9
plowed field,9,5-9
plums,9,5-9
pointed arches,9,5-9
pointillist color mixing,9,5-9
pop art,9,5-9
pop art style,9,5-9
powdered wig,9,5-9
pre-raphaelite style,9,5-9
public park,9,5-9
rainbow,9,5-9
red coat,9,5-9
red leaves,9,5-9
red roof,9,5-9
red roofs,9,5-9
rider,9,5-9
rifles,9,5-9
rock formation,9,5-9
ropes,9,5-9
rose,9,5-9
sailing boats,9,5-9
scepter,9,5-9
severed head,9,5-9
shades of black and grey,9,5-9
sidewalk,9,5-9
sketchy style,9,5-9
soil,9,5-9
spire,9,5-9
stable interior,9,5-9
statue,9,5-9
statues,9,5-9
stormy sky,9,5-9
stylized outlines,9,5-9
tabletop arrangement,9,5-9
teal green,9,5-9
textured canvas,9,5-9
textured oil on canvas,9,5-9
tiger,9,5-9
tiled roof,9,5-9
traditional armor patterns,9,5-9
traditional chinese painting style,9,5-9
trellis,9,5-9
triptych,9,5-9
two human figures,9,5-9
underwater scene,9,5-9
urban street scene,9,5-9
veduta painting,9,5-9
venetian canal,9,5-9
vessels,9,5-9
visible outlines,9,5-9
walking figure,9,5-9
warm white,9,5-9
warm yellow light,9,5-9
wide-brimmed hat,9,5-9
winding river,9,5-9
women in dresses,9,5-9
woodblock print style,9,5-9
wooded clearing,9,5-9
wooded hillside,9,5-9
wooden cabinet,9,5-9
wooden frame,9,5-9
wooden houses,9,5-9
wooden ladder,9,5-9
wooden pier,9,5-9
yellow-ochre,9,5-9
angels with wings,8,5-9
arched framing,8,5-9
arched top frame,8,5-9
architectural exterior,8,5-9
autumn or winter scene,8,5-9
barrels,8,5-9
bay,8,5-9
beaded jewelry,8,5-9
beaded necklace,8,5-9
birch tree,8,5-9
blue flowers,8,5-9
bold brushstrokes,8,5-9
bows,8,5-9
bread,8,5-9
bright blue,8,5-9
buddhist iconography,8,5-9
building facade,8,5-9
calligraphic inscription,8,5-9
calligraphy inscriptions,8,5-9
calligraphy integration,8,5-9
carnations,8,5-9
cart,8,5-9
central seated figure,8,5-9
chair back,8,5-9
chandelier,8,5-9
clay jug,8,5-9
cliffside view,8,5-9
collage,8,5-9
contour lines,8,5-9
courtly gathering,8,5-9
cream paper tone,8,5-9
crosses,8,5-9
cursive script,8,5-9
cursive script calligraphy,8,5-9
dappled light and shadow,8,5-9
desk,8,5-9
detailed texture rendering,8,5-9
drawing room,8,5-9
drum,8,5-9
dwellings,8,5-9
dynamic movement,8,5-9
earthy brown background,8,5-9
elephants,8,5-9
elongated proportions,8,5-9
estate grounds,8,5-9
faces,8,5-9
fine black outlines,8,5-9
fireplace mantel,8,5-9
flat lighting,8,5-9
floral arrangement,8,5-9
flowering branches,8,5-9
formal garden,8,5-9
garden corner,8,5-9
geometric composition,8,5-9
geometric floor pattern,8,5-9
geometric grid,8,5-9
gold-flecked border,8,5-9
gongbi style details,8,5-9
gorge,8,5-9
gothic cathedral,8,5-9
gourd,8,5-9
graphic art,8,5-9
graphic outlines,8,5-9
grasshopper,8,5-9
grassy path,8,5-9
green hills,8,5-9
hairpins,8,5-9
hazy lighting,8,5-9
heavenly setting,8,5-9
hillside town,8,5-9
hilly terrain,8,5-9
hints of red,8,5-9
hooded figure,8,5-9
horizon line,8,5-9
iconographic portrait,8,5-9
ink and wash on paper,8,5-9
intricate geometric patterns,8,5-9
jug,8,5-9
lace cuffs,8,5-9
lace pattern,8,5-9
large trees,8,5-9
lavender purple,8,5-9
layered mountain composition,8,5-9
light yellow,8,5-9
lighthouse,8,5-9
lilacs,8,5-9
lone figure,8,5-9
long dark hair,8,5-9
loose linework,8,5-9
lotus leaf,8,5-9
lotus pond,8,5-9
magenta,8,5-9
military uniform,8,5-9
minimalist brushwork,8,5-9
minimalist layout,8,5-9
minimalist setting,8,5-9
mon crest,8,5-9
monk robes,8,5-9
monochromatic ink,8,5-9
monochrome black ink,8,5-9
mountainous coast,8,5-9
mudra,8,5-9
naturalistic rendering,8,5-9
navy blue,8,5-9
oar,8,5-9
organic shapes,8,5-9
outdoor festival,8,5-9
oval frame,8,5-9
overhead perspective,8,5-9
panoramic landscape,8,5-9
patterned dress,8,5-9
patterned shawl,8,5-9
pebbles,8,5-9
petals,8,5-9
playing cards,8,5-9
polka dot pattern,8,5-9
pond water,8,5-9
profile,8,5-9
quill,8,5-9
realist landscape,8,5-9
realistic figurative painting,8,5-9
realistic oil painting,8,5-9
red-brown,8,5-9
reddish-brown hair,8,5-9
reflective surfaces,8,5-9
riders,8,5-9
rural settlement,8,5-9
scarf,8,5-9
scholarly gathering,8,5-9
sculpted figures,8,5-9
sculpture,8,5-9
sculptures,8,5-9
scythe,8,5-9
seal marks,8,5-9
seaside village,8,5-9
silk scroll painting,8,5-9
sketchy details,8,5-9
sky background,8,5-9
slender trees,8,5-9
small pavilion,8,5-9
snow-capped mountain,8,5-9
soft blending,8,5-9
soft grays,8,5-9
soft washes of color,8,5-9
sparse vegetation,8,5-9
spectators,8,5-9
spoon,8,5-9
stage,8,5-9
staircase,8,5-9
stockings,8,5-9
stone arch bridge,8,5-9
stone floor,8,5-9
stormy weather,8,5-9
stylized brushwork,8,5-9
stylized foliage,8,5-9
stylized lettering,8,5-9
sunset sky,8,5-9
tall grass,8,5-9
tambourine,8,5-9
teacup,8,5-9
teapot,8,5-9
thatched-roof house,8,5-9
three figures,8,5-9
three men,8,5-9
townscape,8,5-9
traditional folk costume,8,5-9
under a tree,8,5-9
urban setting,8,5-9
vegetation,8,5-9
vertical hanging scroll,8,5-9
vertical lines,8,5-9
vessel,8,5-9
village,8,5-9
vintage cars,8,5-9
warm light,8,5-9
warm ochre background,8,5-9
water body,8,5-9
wave patterns,8,5-9
white bird,8,5-9
white cap,8,5-9
white hair,8,5-9
white robe,8,5-9
winding stream,8,5-9
winged angels,8,5-9
wooden building,8,5-9
wooden buildings,8,5-9
wooden floorboards,8,5-9
yellow background,8,5-9
young person,8,5-9
album leaf,7,5-9
angular lines,7,5-9
arm,7,5-9
awnings,7,5-9
balcony view,7,5-9
bamboo shoots,7,5-9
basket of flowers,7,5-9
beaded necklaces,7,5-9
beads,7,5-9
beak,7,5-9
beards,7,5-9
benches,7,5-9
blue skirt,7,5-9
board game,7,5-9
boneless painting technique,7,5-9
bottles,7,5-9
breeches,7,5-9
bronze,7,5-9
brown silk background,7,5-9
building wall,7,5-9
burnt orange,7,5-9
cabinet,7,5-9
calligraphy cartouche,7,5-9
cave entrance,7,5-9
celestial realm,7,5-9
celestial scene,7,5-9
charcoal tones,7,5-9
cherry blossoms,7,5-9
chrysanthemum,7,5-9
city skyline,7,5-9
clock face,7,5-9
clock tower,7,5-9
cloud motif,7,5-9
coastal vegetation,7,5-9
coats,7,5-9
corinthian capitals,7,5-9
